"","state","date","tweets","hoax","fips","cases","deaths","rank","pop","growth","Pop2018","Pop2010","growthSince2010","Percent","density","one","stweets","hoaxsh","nn","cumtweets","cumhoax","casesPC","deathsPC","datex","tweetsPC","L1hoaxsh","L2hoaxsh","L1cases","hoaxshXdensity","Dcases","DcasesPC","mtweetsPC","mhoaxsh","mdensity","tweetsPCXdensity"
"291","Hawaii",2020-04-13,58,0,15,502,9,41,1412.687,-0.0055,1420491,1363963,0.0357,0.0042,219.9419,1,58,0.253421186011151,22,1973,5,0.355351185365194,0.00637083798463495,2020-04-13,13.9662926040942,0.253421186011151,0.253421186011151,502,4.06512975164724,0,0,12.0119100675759,0.620354912778148,203.900898,224.03332759486
"292","Hawaii",2020-04-14,93,0,15,511,9,41,1412.687,-0.0055,1420491,1363963,0.0357,0.0042,219.9419,1,93,0.242013552758954,23,2066,5,0.361722023349829,0.00637083798463495,2020-04-14,14.6246125291731,0.242013552758954,0.242013552758954,511,3.88213988383349,0,0,12.7523633551451,0.616187503213386,203.900898,234.593438829691
"293","Hawaii",2020-04-15,154,0,15,524,9,41,1412.687,-0.0055,1420491,1363963,0.0357,0.0042,219.9419,1,154,0.225225225225225,24,2220,5,0.370924344883191,0.00637083798463495,2020-04-15,15.7147336954329,0.225225225225225,0.225225225225225,524,3.61283828828829,0,0,13.5420479245739,0.601860307502986,203.900898,252.080074637906
"294","Hawaii",2020-04-16,127,1,15,535,9,41,1412.687,-0.0055,1420491,1363963,0.0357,0.0042,219.9419,1,127,0.255645504899872,25,2347,6,0.378710924642189,0.00637083798463495,2020-04-16,16.6137297221536,0.255645504899872,0.255645504899872,535,4.10081005538986,0,0,14.2983576430326,0.604035564026203,203.900898,266.500871700525
"295","Hawaii",2020-04-17,113,0,15,547,9,41,1412.687,-0.0055,1420491,1363963,0.0357,0.0042,219.9419,1,113,0.24390243902439,26,2460,6,0.387205375288369,0.00637083798463495,2020-04-17,17.4136238246689,0.24390243902439,0.24390243902439,547,3.91243951219512,0,0,15.0407423000614,0.591929704529066,203.900898,279.331974598761
"296","Hawaii",2020-04-18,102,1,15,568,9,41,1412.687,-0.0055,1420491,1363963,0.0357,0.0042,219.9419,1,102,0.273224043715847,27,2562,7,0.402070663919184,0.00637083798463495,2020-04-18,18.1356521295942,0.273224043715847,0.273224043715847,568,4.38278743169399,0,0,15.721784947525,0.583609511688196,203.900898,290.914032082124
"297","Idaho",2020-03-23,74,0,16,50,0,39,1826.156,0.041,1754208,1570773,0.1626,0.0055,22.0969,1,74,0,1,74,0,0.0273799171593226,0,2020-03-23,0.405222773957975,0,0,50,0,0,0,0.446601736382587,0.35588698452728,203.900898,-73.6711203862102
"298","Idaho",2020-03-24,96,1,16,73,0,39,1826.156,0.041,1754208,1570773,0.1626,0.0055,22.0969,1,96,0.588235294117647,2,170,1,0.0399746790526111,0,2020-03-24,0.93091718341697,0.588235294117647,0.588235294117647,73,-106.943528235294,0,0,0.854902606082873,0.284735044828347,203.900898,-169.244465752104
"299","Idaho",2020-03-25,113,1,16,123,0,39,1826.156,0.041,1754208,1570773,0.1626,0.0055,22.0969,1,113,0.706713780918728,3,283,2,0.0673545962119337,0,2020-03-25,1.54970331121766,0.706713780918728,0.706713780918728,123,-128.483390812721,0,0,1.4136488181593,0.537442017526092,203.900898,-281.742257693209
"300","Idaho",2020-03-26,165,1,16,189,3,39,1826.156,0.041,1754208,1570773,0.1626,0.0055,22.0969,1,165,0.669642857142857,4,448,3,0.10349608686224,0.00164279502955936,2020-03-26,2.45324057747531,0.669642857142857,0.669642857142857,189,-121.743748660714,0,0,2.22875206262975,0.48334322789808,203.900898,-446.00894504084
"301","Idaho",2020-03-27,39,0,16,231,4,39,1826.156,0.041,1754208,1570773,0.1626,0.0055,22.0969,1,39,0.616016427104723,5,487,3,0.126495217276071,0.00219039337274581,2020-03-27,2.66680393131803,0.616016427104723,0.616016427104723,231,-111.994249281314,0,0,2.44813175000002,0.488528420356186,203.900898,-484.835616595735
"302","Idaho",2020-03-28,5,0,16,261,5,39,1826.156,0.041,1754208,1570773,0.1626,0.0055,22.0969,1,5,0.609756097560976,6,492,3,0.142923167571664,0.00273799171593226,2020-03-28,2.69418384847735,0.609756097560976,0.609756097560976,261,-120.365604453871,0,0,2.52225190802726,0.512163315957607,219.496491304348,-531.830790588203
"303","Idaho",2020-03-29,18,0,16,310,6,39,1826.156,0.041,1754208,1570773,0.1626,0.0055,22.0969,1,18,0.588235294117647,7,510,3,0.1697554863878,0.00328559005911872,2020-03-29,2.79275155025091,0.588235294117647,0.588235294117647,310,-106.943528235294,0,0,2.62859524428146,0.623893440155147,203.900898,-507.733397256313
"304","Idaho",2020-03-30,48,4,16,415,7,39,1826.156,0.041,1754208,1570773,0.1626,0.0055,22.0969,1,48,1.25448028673835,8,558,7,0.227253312422378,0.00383318840230517,2020-03-30,3.05559875498041,1.25448028673835,1.25448028673835,415,-228.069531541219,0,0,2.88751126732879,0.854384883343553,203.900898,-555.52006993926
"305","Idaho",2020-03-31,51,0,16,526,9,39,1826.156,0.041,1754208,1570773,0.1626,0.0055,22.0969,1,51,1.14942528735632,9,609,7,0.288036728516074,0.00492838508867808,2020-03-31,3.3348739100055,1.14942528735632,1.14942528735632,526,-208.970112643678,0,0,3.27416992018024,0.92162012762619,203.900898,-606.293409664892
"306","Idaho",2020-04-01,107,0,16,669,9,39,1826.156,0.041,1754208,1570773,0.1626,0.0055,22.0969,1,107,0.977653631284916,10,716,7,0.366343291591737,0.00492838508867808,2020-04-01,3.920804137215,0.977653631284916,0.977653631284916,669,-177.741338826816,0,0,3.86628231992541,0.880775936615251,203.900898,-712.817867520628
"307","Idaho",2020-04-02,112,0,16,891,9,39,1826.156,0.041,1754208,1570773,0.1626,0.0055,22.0969,1,112,0.845410628019324,11,828,7,0.48791012377913,0.00492838508867808,2020-04-02,4.53411428158383,0.845410628019324,0.845410628019324,891,-153.699032125604,0,0,4.3936614613976,0.81645045850813,203.900898,-824.320103780838
"308","Idaho",2020-04-03,128,1,16,1013,10,39,1826.156,0.041,1754208,1570773,0.1626,0.0055,22.0969,1,128,0.836820083682008,12,956,8,0.554717121647877,0.00547598343186453,2020-04-03,5.23504016086249,0.836820083682008,0.836820083682008,1013,-152.137236820084,0,0,5.02172125762318,0.781583092253111,203.900898,-951.751230935364
"309","Idaho",2020-04-04,147,1,16,1077,10,39,1826.156,0.041,1754208,1570773,0.1626,0.0055,22.0969,1,147,0.815956482320943,13,1103,9,0.58976341561181,0.00547598343186453,2020-04-04,6.04000972534657,0.815956482320943,0.815956482320943,1077,-148.344150679964,0,0,5.77566226206666,0.738983400021089,203.900898,-1098.09791602689
"310","Idaho",2020-04-05,126,0,16,1101,10,39,1826.156,0.041,1754208,1570773,0.1626,0.0055,22.0969,1,126,0.732302685109845,14,1229,9,0.602905775848285,0.00547598343186453,2020-04-05,6.72998363776151,0.732302685109845,0.732302685109845,1101,-133.135555899105,0,0,6.50918760998209,0.690244208414145,203.900898,-1223.53793181963
"311","Idaho",2020-04-06,162,0,16,1170,13,39,1826.156,0.041,1754208,1570773,0.1626,0.0055,22.0969,1,162,0.647016534867002,15,1391,9,0.64069006152815,0.00711877846142389,2020-04-06,7.61709295372356,0.647016534867002,0.647016534867002,1170,-117.630192810927,0,0,7.29426477567296,0.66483533873214,203.900898,-1384.81795212457
"312","Idaho",2020-04-07,126,0,16,1210,15,39,1826.156,0.041,1754208,1570773,0.1626,0.0055,22.0969,1,126,0.593276203032301,16,1517,9,0.662593995255608,0.00821397514779679,2020-04-07,8.30706686613849,0.593276203032301,0.593276203032301,1210,-107.859985629532,0,0,8.10203425579575,0.627086821395745,203.900898,-1510.25796791731
"313","Idaho",2020-04-08,131,0,16,1232,19,39,1826.156,0.041,1754208,1570773,0.1626,0.0055,22.0969,1,131,0.546116504854369,17,1648,9,0.67464115880571,0.0104043685205426,2020-04-08,9.02442069571274,0.546116504854369,0.546116504854369,1232,-99.2861639563107,0,0,8.92603999953742,0.625334615867889,203.900898,-1640.67576211452
"314","Idaho",2020-04-09,133,0,16,1353,24,39,1826.156,0.041,1754208,1570773,0.1626,0.0055,22.0969,1,133,0.505334081976418,18,1781,9,0.740900558331271,0.0131423602364749,2020-04-09,9.75272649215073,0.505334081976418,0.505334081976418,1353,-91.8717564289725,0,0,9.74177004803146,0.612908396991543,203.900898,-1773.08466767352
"315","Idaho",2020-04-10,135,0,16,1397,25,39,1826.156,0.041,1754208,1570773,0.1626,0.0055,22.0969,1,135,0.46972860125261,19,1916,9,0.764994885431475,0.0136899585796613,2020-04-10,10.4919842554524,0.46972860125261,0.46972860125261,1397,-85.3985376826722,0,0,10.4952453970308,0.59765961993393,203.900898,-1907.48468459431
"316","Idaho",2020-04-11,100,0,16,1407,27,39,1826.156,0.041,1754208,1570773,0.1626,0.0055,22.0969,1,100,0.446428571428571,20,2016,9,0.770470868863339,0.0147851552660342,2020-04-11,11.0395825986389,0.446428571428571,0.446428571428571,1407,-81.1624991071428,0,0,11.1443604063636,0.581867594538441,203.900898,-2007.04025268378
"317","Idaho",2020-04-12,76,0,16,1426,27,39,1826.156,0.041,1754208,1570773,0.1626,0.0055,22.0969,1,76,0.430210325047801,21,2092,9,0.780875237383882,0.0147851552660342,2020-04-12,11.4557573394606,0.430210325047801,0.430210325047801,1426,-78.2139570745698,0,0,11.54559801074,0.607968091535388,203.900898,-2082.70248443178
"318","Idaho",2020-04-13,69,1,16,1453,33,39,1826.156,0.041,1754208,1570773,0.1626,0.0055,22.0969,1,69,0.462748727441,22,2161,10,0.795660392649916,0.0180707453251529,2020-04-13,11.8336001962592,0.462748727441,0.462748727441,1453,-84.129568718186,0,0,12.0119100675759,0.620354912778148,203.900898,-2151.39582641352
"319","Idaho",2020-04-14,99,0,16,1464,39,39,1826.156,0.041,1754208,1570773,0.1626,0.0055,22.0969,1,99,0.442477876106195,23,2260,10,0.801683974424967,0.0213563353842717,2020-04-14,12.3757225560138,0.442477876106195,0.442477876106195,1464,-80.4442469026549,0,0,12.7523633551451,0.616187503213386,203.900898,-2249.95583882209
"320","Idaho",2020-04-15,125,0,16,1507,41,39,1826.156,0.041,1754208,1570773,0.1626,0.0055,22.0969,1,125,0.419287211740042,24,2385,10,0.825230703181984,0.0224515320706446,2020-04-15,13.0602204849969,0.419287211740042,0.419287211740042,1507,-76.2280914046122,0,0,13.5420479245739,0.601860307502986,203.900898,-2374.40029893394
"321","Idaho",2020-04-16,132,1,16,1528,41,39,1826.156,0.041,1754208,1570773,0.1626,0.0055,22.0969,1,132,0.437028208184346,25,2517,11,0.8367302683889,0.0224515320706446,2020-04-16,13.783050298003,0.437028208184346,0.437028208184346,1528,-79.4534754866905,0,0,14.2983576430326,0.604035564026203,203.900898,-2505.81364881204
"322","Idaho",2020-04-17,122,0,16,1566,43,39,1826.156,0.041,1754208,1570773,0.1626,0.0055,22.0969,1,122,0.416824554755589,26,2639,11,0.857539005429985,0.0235467287570175,2020-04-17,14.4511202766905,0.416824554755589,0.416824554755589,1566,-75.780370519136,0,0,15.0407423000614,0.591929704529066,203.900898,-2627.2714418812
"323","Idaho",2020-04-18,105,0,16,1577,44,39,1826.156,0.041,1754208,1570773,0.1626,0.0055,22.0969,1,105,0.400874635568513,27,2744,11,0.863562587205036,0.0240943271002039,2020-04-18,15.0260985370363,0.400874635568513,0.400874635568513,1577,-72.8806114431487,0,0,15.721784947525,0.583609511688196,203.900898,-2731.80478837514
"324","Illinois",2020-03-23,703,2,17,1285,12,6,12659.682,-0.0064,12741080,12840762,-0.0141,0.0379,228.0243,1,703,0.284495021337127,1,703,2,0.101503339499365,0.000947891108165276,2020-03-23,0.555306207533491,0.284495021337127,0.284495021337127,1285,6.86298776671408,0,0,0.446601736382587,0.35588698452728,203.900898,13.3958748774258
"325","Illinois",2020-03-24,682,3,17,1535,16,6,12659.682,-0.0064,12741080,12840762,-0.0141,0.0379,228.0243,1,682,0.36101083032491,2,1385,5,0.121251070919475,0.00126385481088704,2020-03-24,1.09402432067409,0.36101083032491,0.36101083032491,1535,8.70880938628159,0,0,0.854902606082873,0.284735044828347,203.900898,26.391588485398
"326","Illinois",2020-03-25,887,9,17,1875,21,6,12659.682,-0.0064,12741080,12840762,-0.0141,0.0379,228.0243,1,887,0.616197183098592,3,2272,14,0.148107985650824,0.00165880943928923,2020-03-25,1.79467383145959,0.616197183098592,0.616197183098592,1875,14.8647723591549,0,0,1.4136488181593,0.537442017526092,203.900898,43.2936382951799
"327","Illinois",2020-03-26,1364,2,17,2538,26,6,12659.682,-0.0064,12741080,12840762,-0.0141,0.0379,228.0243,1,1364,0.44004400440044,4,3636,16,0.200478969376956,0.00205376406769143,2020-03-26,2.87211005774079,0.44004400440044,0.44004400440044,2538,10.6153584158416,0,0,2.22875206262975,0.48334322789808,203.900898,69.2850655111242
"328","Illinois",2020-03-27,350,4,17,3029,37,6,12659.682,-0.0064,12741080,12840762,-0.0141,0.0379,228.0243,1,350,0.501756146512795,5,3986,20,0.239263513886052,0.00292266425017627,2020-03-27,3.14857829762233,0.501756146512795,0.501756146512795,3029,12.104065228299,0,0,2.44813175000002,0.488528420356186,203.900898,75.954420002019
"329","Illinois",2020-03-28,52,4,17,3547,50,6,12659.682,-0.0064,12741080,12840762,-0.0141,0.0379,228.0243,1,52,0.594353640416048,6,4038,24,0.28018081338852,0.00394954628402198,2020-03-28,3.18965357897615,0.594353640416048,0.594353640416048,3547,5.06853414303249,0,0,2.52225190802726,0.512163315957607,219.496491304348,27.2007555269109
"330","Illinois",2020-03-29,254,8,17,4613,70,6,12659.682,-0.0064,12741080,12840762,-0.0141,0.0379,228.0243,1,254,0.745573159366263,7,4292,32,0.364385140163868,0.00552936479763078,2020-03-29,3.39029053020447,0.745573159366263,0.745573159366263,4613,17.9857610438024,0,0,2.62859524428146,0.623893440155147,203.900898,81.7853413569156
"331","Illinois",2020-03-30,413,6,17,5070,84,6,12659.682,-0.0064,12741080,12840762,-0.0141,0.0379,228.0243,1,413,0.807651434643996,8,4705,38,0.400483993199829,0.00663523775715693,2020-03-30,3.71652305326469,0.807651434643996,0.807651434643996,5070,19.4833002337938,0,0,2.88751126732879,0.854384883343553,203.900898,89.6551796561715
"332","Illinois",2020-03-31,592,6,17,5994,107,6,12659.682,-0.0064,12741080,12840762,-0.0141,0.0379,228.0243,1,592,0.830658863507646,9,5297,44,0.473471608528555,0.00845202904780705,2020-03-31,4.18414933329289,0.830658863507646,0.830658863507646,5994,20.0383176892581,0,0,3.27416992018024,0.92162012762619,203.900898,100.935916395056
"333","Illinois",2020-04-01,922,4,17,6980,146,6,12659.682,-0.0064,12741080,12840762,-0.0141,0.0379,228.0243,1,922,0.771828268210323,10,6219,48,0.551356661249469,0.0115326751493442,2020-04-01,4.91244566806654,0.771828268210323,0.771828268210323,6980,18.6191235890014,0,0,3.86628231992541,0.880775936615251,203.900898,118.504901653928
"334","Illinois",2020-04-02,890,9,17,7695,165,6,12659.682,-0.0064,12741080,12840762,-0.0141,0.0379,228.0243,1,890,0.80180053453369,11,7109,57,0.607835173110983,0.0130335027372725,2020-04-02,5.61546490662246,0.80180053453369,0.80180053453369,7695,19.3421566183711,0,0,4.3936614613976,0.81645045850813,203.900898,135.464117359346
"335","Illinois",2020-04-03,1055,3,17,8904,211,6,12659.682,-0.0064,12741080,12840762,-0.0141,0.0379,228.0243,1,1055,0.734933855952964,12,8164,60,0.703335202258635,0.0166670853185728,2020-04-03,6.4488191725511,0.734933855952964,0.734933855952964,8904,17.7291048505634,0,0,5.02172125762318,0.781583092253111,203.900898,155.567457324757
"336","Illinois",2020-04-04,1318,8,17,10357,248,6,12659.682,-0.0064,12741080,12840762,-0.0141,0.0379,228.0243,1,1318,0.717148280953385,13,9482,68,0.818109017272314,0.019589749568749,2020-04-04,7.48991957301929,0.717148280953385,0.717148280953385,10357,17.3000562750475,0,0,5.77566226206666,0.738983400021089,203.900898,180.682340807613
"337","Illinois",2020-04-05,1225,11,17,11276,282,6,12659.682,-0.0064,12741080,12840762,-0.0141,0.0379,228.0243,1,1225,0.737835061174932,14,10707,79,0.890701677972638,0.022275441041884,2020-04-05,8.45755841260468,0.737835061174932,0.737835061174932,11276,17.7990917904175,0,0,6.50918760998209,0.690244208414145,203.900898,204.025081525744
"338","Illinois",2020-04-06,1293,7,17,12262,309,6,12659.682,-0.0064,12741080,12840762,-0.0141,0.0379,228.0243,1,1293,0.716666666666667,15,12000,86,0.968586730693551,0.0244081960352559,2020-04-06,9.47891108165276,0.716666666666667,0.716666666666667,12262,17.2884381,0,0,7.29426477567296,0.66483533873214,203.900898,228.663582544964
"339","Illinois",2020-04-07,1374,11,17,13549,384,6,12659.682,-0.0064,12741080,12840762,-0.0141,0.0379,228.0243,1,1374,0.725287871990429,16,13374,97,1.07024805204428,0.0303325154612888,2020-04-07,10.564246400502,0.725287871990429,0.725287871990429,13549,17.4964109017497,0,0,8.10203425579575,0.627086821395745,203.900898,254.845562746363
"340","Illinois",2020-04-08,1392,10,17,15078,464,6,12659.682,-0.0064,12741080,12840762,-0.0141,0.0379,228.0243,1,1392,0.72463768115942,17,14766,107,1.19102517740967,0.036651789515724,2020-04-08,11.6638000859737,0.72463768115942,0.72463768115942,15078,17.4807260869565,0,0,8.92603999953742,0.625334615867889,203.900898,281.370538321579
"341","Illinois",2020-04-09,1392,2,17,16422,534,6,12659.682,-0.0064,12741080,12840762,-0.0141,0.0379,228.0243,1,1392,0.674588439163263,18,16158,109,1.29718898152418,0.0421811543133548,2020-04-09,12.7633537714454,0.674588439163263,0.674588439163263,16422,16.2733681024879,0,0,9.74177004803146,0.612908396991543,203.900898,307.895513896795
"342","Illinois",2020-04-10,1235,7,17,17887,607,6,12659.682,-0.0064,12741080,12840762,-0.0141,0.0379,228.0243,1,1235,0.666934973840051,19,17393,116,1.41291068764602,0.0479474918880269,2020-04-10,13.7388917035989,0.666934973840051,0.666934973840051,17887,16.088740481803,0,0,10.4952453970308,0.59765961993393,203.900898,331.42880760038
"343","Illinois",2020-04-11,1167,6,17,19180,682,6,12659.682,-0.0064,12741080,12840762,-0.0141,0.0379,228.0243,1,1167,0.657327586206897,20,18560,122,1.51504595455083,0.0538718113140599,2020-04-11,14.6607158062896,0.657327586206897,0.657327586206897,19180,15.8569776077586,0,0,11.1443604063636,0.581867594538441,203.900898,353.666341002878
"344","Illinois",2020-04-12,748,8,17,20852,727,6,12659.682,-0.0064,12741080,12840762,-0.0141,0.0379,228.0243,1,748,0.673296043090947,21,19308,130,1.64711878228853,0.0574264029696797,2020-04-12,15.2515679303793,0.673296043090947,0.673296043090947,20852,16.2421911124922,0,0,11.54559801074,0.607968091535388,203.900898,367.919704314848
"345","Illinois",2020-04-13,821,6,17,22025,800,6,12659.682,-0.0064,12741080,12840762,-0.0141,0.0379,228.0243,1,821,0.675642108400815,22,20129,136,1.73977513811168,0.0631927405443517,2020-04-13,15.9000834302157,0.675642108400815,0.675642108400815,22025,16.2987861890804,0,0,12.0119100675759,0.620354912778148,203.900898,383.564104420632
"346","Illinois",2020-04-14,1285,8,17,23247,878,6,12659.682,-0.0064,12741080,12840762,-0.0141,0.0379,228.0243,1,1285,0.672457270944242,23,21414,144,1.83630204929318,0.069354032747426,2020-04-14,16.9151168252094,0.672457270944242,0.672457270944242,23247,16.2219570748109,0,0,12.7523633551451,0.616187503213386,203.900898,408.050163051489
"347","Illinois",2020-04-15,1328,6,17,24593,958,6,12659.682,-0.0064,12741080,12840762,-0.0141,0.0379,228.0243,1,1328,0.659572596957172,24,22742,150,1.94262383525905,0.0756733068018612,2020-04-15,17.9641163182456,0.659572596957172,0.659572596957172,24593,15.9111349045818,0,0,13.5420479245739,0.601860307502986,203.900898,433.355599519798
"348","Illinois",2020-04-16,1318,1,17,25734,1081,6,12659.682,-0.0064,12741080,12840762,-0.0141,0.0379,228.0243,1,1318,0.627597672485453,25,24060,151,2.03275248146043,0.0853891906605553,2020-04-16,19.0052167187138,0.627597672485453,0.627597672485453,25734,15.1397909476309,0,0,14.2983576430326,0.604035564026203,203.900898,458.470483002654
"349","Illinois",2020-04-17,1282,16,17,27575,1142,6,12659.682,-0.0064,12741080,12840762,-0.0141,0.0379,228.0243,1,1282,0.658985084050193,26,25342,167,2.17817477563812,0.0902076371270621,2020-04-17,20.017880385937,0.658985084050193,0.658985084050193,27575,15.8969620945466,0,0,15.0407423000614,0.591929704529066,203.900898,482.899375737874
"350","Illinois",2020-04-18,1181,4,17,29160,1272,6,12659.682,-0.0064,12741080,12840762,-0.0141,0.0379,228.0243,1,1181,0.644723447573804,27,26523,171,2.30337539284162,0.100476457465519,2020-04-18,20.950763218223,0.644723447573804,0.644723447573804,29160,15.5529229046488,0,0,15.721784947525,0.583609511688196,203.900898,505.403683320008
"351","Indiana",2020-03-23,306,0,18,259,7,17,6745.354,0.008,6691878,6490436,0.0393,0.0202,188.281,1,306,0,1,306,0,0.038396798744736,0.0010377513174253,2020-03-23,0.453645575903059,0,0,259,0,0,0,0.446601736382587,0.35588698452728,203.900898,-7.08589762375704
"352","Indiana",2020-03-24,292,0,18,366,12,17,6745.354,0.008,6691878,6490436,0.0393,0.0202,188.281,1,292,0,2,598,0,0.0542595688825227,0.00177900225844337,2020-03-24,0.886536125457611,0,0,366,0,0,0,0.854902606082873,0.284735044828347,203.900898,-13.8476038529631
"353","Indiana",2020-03-25,412,1,18,479,14,17,6745.354,0.008,6691878,6490436,0.0393,0.0202,188.281,1,412,0.099009900990099,3,1010,1,0.0710118401495311,0.0020755026348506,2020-03-25,1.4973269008565,0.099009900990099,0.099009900990099,479,-1.54652455445545,0,0,1.4136488181593,0.537442017526092,203.900898,-23.3880934640347
"354","Indiana",2020-03-26,523,0,18,656,18,17,6745.354,0.008,6691878,6490436,0.0393,0.0202,188.281,1,523,0.0652315720808871,4,1533,1,0.0972521234615707,0.00266850338766505,2020-03-26,2.2726753851614,0.0652315720808871,0.0652315720808871,656,-1.01891050228311,0,0,2.22875206262975,0.48334322789808,203.900898,-35.4989577033318
"355","Indiana",2020-03-27,142,0,18,982,26,17,6745.354,0.008,6691878,6490436,0.0393,0.0202,188.281,1,142,0.0597014925373134,5,1675,1,0.145581684815949,0.00385450489329396,2020-03-27,2.48319065241053,0.0597014925373134,0.0597014925373134,982,-0.932531223880597,0,0,2.44813175000002,0.488528420356186,203.900898,-38.787184705206
"356","Indiana",2020-03-28,15,1,18,1232,31,17,6745.354,0.008,6691878,6490436,0.0393,0.0202,188.281,1,15,0.118343195266272,6,1690,2,0.182644231866852,0.00459575583431203,2020-03-28,2.50542818064108,0.118343195266272,0.118343195266272,1232,-3.69414098276306,0,0,2.52225190802726,0.512163315957607,219.496491304348,-78.2081715864695
"357","Indiana",2020-03-29,113,0,18,1514,32,17,6745.354,0.008,6691878,6490436,0.0393,0.0202,188.281,1,113,0.110926234054354,7,1803,2,0.224450784940271,0.00474400602251565,2020-03-29,2.67295089331116,0.110926234054354,0.110926234054354,1514,-1.73265646145313,0,0,2.62859524428146,0.623893440155147,203.900898,-41.7512203125292
"358","Indiana",2020-03-30,157,0,18,1788,35,17,6745.354,0.008,6691878,6490436,0.0393,0.0202,188.281,1,157,0.102040816326531,8,1960,2,0.265071336508062,0.00518875658712649,2020-03-30,2.90570368879083,0.102040816326531,0.102040816326531,1788,-1.59386714285714,0,0,2.88751126732879,0.854384883343553,203.900898,-45.3867952371366
"359","Indiana",2020-03-31,288,33,18,2159,50,17,6745.354,0.008,6691878,6490436,0.0393,0.0202,188.281,1,288,1.55693950177936,9,2248,35,0.320072156331602,0.0074125094101807,2020-03-31,3.33266423081724,1.55693950177936,1.55693950177936,2159,-24.3192362099644,0,0,3.27416992018024,0.92162012762619,203.900898,-52.0558753536138
"360","Indiana",2020-04-01,334,1,18,2565,65,17,6745.354,0.008,6691878,6490436,0.0393,0.0202,188.281,1,334,1.39426800929512,10,2582,36,0.38026173274227,0.0096362622332349,2020-04-01,3.82781985941731,1.39426800929512,1.39426800929512,2565,-21.7783240898528,0,0,3.86628231992541,0.880775936615251,203.900898,-59.7901557664728
"361","Indiana",2020-04-02,402,4,18,3039,78,17,6745.354,0.008,6691878,6490436,0.0393,0.0202,188.281,1,402,1.34048257372654,11,2984,40,0.450532321950783,0.0115635146798819,2020-04-02,4.42378561599584,1.34048257372654,1.34048257372654,3039,-20.9382010723861,0,0,4.3936614613976,0.81645045850813,203.900898,-69.0990800957222
"362","Indiana",2020-04-03,392,2,18,3437,102,17,6745.354,0.008,6691878,6490436,0.0393,0.0202,188.281,1,392,1.24407582938389,12,3376,42,0.509535896855821,0.0151215191967686,2020-04-03,5.00492635375401,1.24407582938389,1.24407582938389,3437,-19.4323375592417,0,0,5.02172125762318,0.781583092253111,203.900898,-78.1764391431495
"363","Indiana",2020-04-04,560,8,18,3953,116,17,6745.354,0.008,6691878,6490436,0.0393,0.0202,188.281,1,560,1.27032520325203,13,3936,50,0.586032993968886,0.0171970218316192,2020-04-04,5.83512740769424,1.27032520325203,1.27032520325203,3953,-19.842350101626,0,0,5.77566226206666,0.738983400021089,203.900898,-91.1440949251886
"364","Indiana",2020-04-05,549,6,18,4411,127,17,6745.354,0.008,6691878,6490436,0.0393,0.0202,188.281,1,549,1.24860646599777,14,4485,56,0.653931580166141,0.018827773901859,2020-04-05,6.64902094093208,1.24860646599777,1.24860646599777,4411,-19.5031056410257,0,0,6.50918760998209,0.690244208414145,203.900898,-103.857028897223
"365","Indiana",2020-04-06,599,0,18,4956,141,17,6745.354,0.008,6691878,6490436,0.0393,0.0202,188.281,1,599,1.1014948859166,15,5084,56,0.734727932737111,0.0209032765367096,2020-04-06,7.53703956827173,1.1014948859166,1.1014948859166,4956,-17.205237765539,0,0,7.29426477567296,0.66483533873214,203.900898,-117.727789278369
"366","Indiana",2020-04-07,540,5,18,5507,173,17,6745.354,0.008,6691878,6490436,0.0393,0.0202,188.281,1,540,1.0846372688478,16,5624,61,0.816413786437302,0.0256472825592252,2020-04-07,8.33759058457125,1.0846372688478,1.0846372688478,5507,-16.9419235064011,0,0,8.10203425579575,0.627086821395745,203.900898,-130.232314496763
"367","Indiana",2020-04-08,589,3,18,5943,203,17,6745.354,0.008,6691878,6490436,0.0393,0.0202,188.281,1,589,1.0300981812329,17,6213,64,0.881050868494078,0.0300947882053336,2020-04-08,9.21078419309053,1.0300981812329,1.0300981812329,5943,-16.0900285208434,0,0,8.92603999953742,0.625334615867889,203.900898,-143.871509596086
"368","Indiana",2020-04-09,546,1,18,6351,246,17,6745.354,0.008,6691878,6490436,0.0393,0.0202,188.281,1,546,0.961680722000296,18,6759,65,0.941536945281152,0.036469546298089,2020-04-09,10.0202302206823,0.961680722000296,0.961680722000296,6351,-15.021354786211,0,0,9.74177004803146,0.612908396991543,203.900898,-156.514973983575
"369","Indiana",2020-04-10,507,0,18,6907,300,17,6745.354,0.008,6691878,6490436,0.0393,0.0202,188.281,1,507,0.89457748417286,19,7266,65,1.02396404992236,0.0444750564610842,2020-04-10,10.7718586748746,0.89457748417286,0.89457748417286,6907,-13.9732090558767,0,0,10.4952453970308,0.59765961993393,203.900898,-168.255333771956
"370","Indiana",2020-04-11,438,0,18,7435,330,17,6745.354,0.008,6691878,6490436,0.0393,0.0202,188.281,1,438,0.843717549325026,20,7704,65,1.10224014929387,0.0489225621071926,2020-04-11,11.4211944992064,0.843717549325026,0.843717549325026,7435,-13.1787820612669,0,0,11.1443604063636,0.581867594538441,203.900898,-178.397893115765
